ligne,station,ordre,correspondance,latitude,longitude
RER A 6,Val d’Europe,25,,48.85571218259820,2.7739114636634600
RER A 6,Marne la Vallée Chessy,26,,48.87052333273610,2.7833330594938300
RER B 1,Aéroport Charles de Gaulle 2 TGV,1,,49.00468746180570,2.57058948552452
RER B 1,Aéroport Charles de Gaulle 1,2,,49.009756452138400,2.5612326952251100
RER B 1,Parc des Expositions,3,,48.97342490721540,2.514360285533490
RER B 1,Villepinte,4,,48.962709513300400,2.512644627819610
RER B 1,Sevran Beaudottes,5,,48.9468939111449,2.524779047056860
RER B 1,Aulnay-sous-Bois,6,,48.93219600596200,2.495513142584310
RER B 1,Le Blanc-Mesnil,7,,48.93230541606910,2.475674370833510
RER B 1,Drancy,8,,48.93270621869950,2.4547663827657800
RER B 1,Le Bourget,9,,48.93073957031750,2.4257914255599500
RER B 1,La Courneuve - Aubervilliers,10,,48.92435387966090,2.386388291064690
RER B 1,La Plaine - Stade de France,11,,48.91800820579240,2.362470767055210
RER B 1,Gare du Nord,12,"RER D, RER E, Métro 2, Métro 4, Métro 5",48.87979369411630,2.355791907531140
RER B 1,Châtelet,13,"RER A, RER D, Métro 1, Métro 4, Métro 7, Métro 11, Métro 14",48.85763141070010,2.3480365654004000
RER B 1,Saint-Michel - Notre-Dame,14,"RER C, Métro 10",48.85353290071980,2.3452883321974300
RER B 1,Luxembourg,15,,48.84543415048040,2.339762849560480
RER B 1,Port-Royal,16,,48.840033787418100,2.3370964308800900
RER B 1,Denfert-Rochereau,17,"Métro 4, Métro 6",48.8342929804732,2.33285230996089
RER B 1,Cité Universitaire,18,,48.82035003419020,2.3385807496410000
RER B 1,Gentilly,19,,48.81522993471630,2.340891132444600
RER B 1,Laplace,20,,48.80829658863140,2.334354309639650
RER B 1,Arcueil - Cachan,21,,48.79889250008070,2.328136923064750
RER B 1,Bagneux,22,,48.79333629623620,2.322201633670120
RER B 1,Bourg-la-Reine,23,,48.78031379639700,2.312307716888590
RER B 1,Sceaux,24,,48.78135672132320,2.2976476777940300
RER B 1,Fontenay-aux-Roses,25,,48.78756672836800,2.292988009258980
RER B 1,Robinson,26,,48.78023729710840,2.281430595437460
RER B 2,Mitry - Claye,1,,48.97585875402050,2.6424063023101900
RER B 2,Villeparisis - Mitry-le-Neuf,2,,48.95314838758260,2.6031353051184500
RER B 2,Vert-Galant,3,,48.944181065974700,2.5664480169630000
RER B 2,Sevran - Livry,4,,48.936280185651800,2.534714974742520
RER B 2,Aulnay-sous-Bois,5,,48.93219600596200,2.495513142584310
RER B 2,Le Blanc-Mesnil,6,,48.93230541606910,2.475674370833510
RER B 2,Drancy,7,,48.93270621869950,2.4547663827657800
RER B 2,Le Bourget,8,,48.93073957031750,2.4257914255599500
RER B 2,La Courneuve - Aubervilliers,9,,48.92435387966090,2.386388291064690
RER B 2,La Plaine - Stade de France,10,,48.91800820579240,2.362470767055210
RER B 2,Gare du Nord,11,"RER D, RER E, Métro 2, Métro 4, Métro 5",48.87979369411630,2.355791907531140
RER B 2,Châtelet,12,"RER A, RER D, Métro 1, Métro 4, Métro 7, Métro 11, Métro 14",48.85763141070010,2.3480365654004000
RER B 2,Saint-Michel - Notre-Dame,13,"RER C, Métro 10",48.85353290071980,2.3452883321974300
RER B 2,Luxembourg,14,,48.84543415048040,2.339762849560480
RER B 2,Port-Royal,15,,48.840033787418100,2.3370964308800900
RER B 2,Denfert-Rochereau,16,"Métro 4, Métro 6",48.8342929804732,2.33285230996089
RER B 2,Cité Universitaire,17,,48.82035003419020,2.3385807496410000
RER B 2,Gentilly,18,,48.81522993471630,2.340891132444600
RER B 2,Laplace,19,,48.80829658863140,2.334354309639650
RER B 2,Arcueil - Cachan,20,,48.79889250008070,2.328136923064750
RER B 2,Bagneux,21,,48.79333629623620,2.322201633670120
RER B 2,Bourg-la-Reine,22,,48.78031379639700,2.312307716888590
RER B 2,Sceaux,23,,48.78135672132320,2.2976476777940300
RER B 2,Fontenay-aux-Roses,24,,48.78756672836800,2.292988009258980
RER B 2,Robinson,25,,48.78023729710840,2.281430595437460
RER B 3,Aéroport Charles de Gaulle 2 TGV,1,,49.00468746180570,2.57058948552452
RER B 3,Aéroport Charles de Gaulle 1,2,,49.009756452138400,2.5612326952251100
RER B 3,Parc des Expositions,3,,48.97342490721540,2.514360285533490
RER B 3,Villepinte,4,,48.962709513300400,2.512644627819610
RER B 3,Sevran Beaudottes,5,,48.9468939111449,2.524779047056860
RER B 3,Aulnay-sous-Bois,6,,48.93219600596200,2.495513142584310
RER B 3,Le Blanc-Mesnil,7,,48.93230541606910,2.475674370833510
RER B 3,Drancy,8,,48.93270621869950,2.4547663827657800
RER B 3,Le Bourget,9,,48.93073957031750,2.4257914255599500
RER B 3,La Courneuve - Aubervilliers,10,,48.92435387966090,2.386388291064690
RER B 3,La Plaine - Stade de France,11,,48.91800820579240,2.362470767055210
RER B 3,Gare du Nord,12,"RER D, RER E, Métro 2, Métro 4, Métro 5",48.87979369411630,2.355791907531140
RER B 3,Châtelet,13,"RER A, RER D, Métro 1, Métro 4, Métro 7, Métro 11, Métro 14",48.85763141070010,2.3480365654004000
RER B 3,Saint-Michel - Notre-Dame,14,"RER C, Métro 10",48.85353290071980,2.3452883321974300
RER B 3,Luxembourg,15,,48.84543415048040,2.339762849560480
RER B 3,Port-Royal,16,,48.840033787418100,2.3370964308800900
RER B 3,Denfert-Rochereau,17,"Métro 4, Métro 6",48.8342929804732,2.33285230996089
RER B 3,Cité Universitaire,18,,48.82035003419020,2.3385807496410000
RER B 3,Gentilly,19,,48.81522993471630,2.340891132444600
RER B 3,Laplace,20,,48.80829658863140,2.334354309639650
RER B 3,Arcueil - Cachan,21,,48.79889250008070,2.328136923064750
RER B 3,Bagneux,22,,48.79333629623620,2.322201633670120
RER B 3,Bourg-la-Reine,23,,48.78031379639700,2.312307716888590
RER B 3,Parc de Sceaux,24,,48.78135672132320,2.2976476777940300
RER B 3,La Croix de Berny,25,,48.76297047049110,2.3047519014655200
RER B 3,Antony,26,,48.754946525531100,2.300986855734950
RER B 3,Fontaine Michalon,27,,48.743016569903000,2.295921406897600
RER B 3,Les Baconnets,28,,48.73968104253050,2.287667495463070
RER B 3,Massy - Verrières,29,RER C,48.73488814734520,2.274002404484250
RER B 3,Massy - Palaiseau,30,RER C,48.724729144431600,2.257515004584040
RER B 3,Palaiseau,31,,48.71694628758520,2.245672514581910
RER B 3,Palaiseau - Villebon,32,,48.70814058364530,2.237314364639460
RER B 3,Lozère,33,,48.70596898482230,2.212262378017490
RER B 3,Le Guichet,34,,48.70540392478550,2.1927348848067600
RER B 3,Orsay-Ville,35,,48.69750567080330,2.1810544390412200
RER B 3,Bures-sur-Yvette,36,,48.696252747814400,2.1643782427741700
RER B 3,La Hacquinière,37,,48.695264122108000,2.151642038623570
RER B 3,Gif-sur-Yvette,38,,48.698196976301900,2.136566717058360
RER B 3,Courcelle-sur-Yvette,39,,48.70121772031540,2.097975858420520
RER B 3,Saint-Rémy-lès-Chevreuse,40,,48.70275104207730,2.071242846320580
RER B 4,Mitry - Claye,1,,48.97585875402050,2.6424063023101900
RER B 4,Villeparisis - Mitry-le-Neuf,2,,48.95314838758260,2.6031353051184500
RER B 4,Vert-Galant,3,,48.944181065974700,2.5664480169630000
RER B 4,Sevran - Livry,4,,48.936280185651800,2.534714974742520
RER B 4,Aulnay-sous-Bois,5,,48.93219600596200,2.495513142584310
RER B 4,Le Blanc-Mesnil,6,,48.93230541606910,2.475674370833510
RER B 4,Drancy,7,,48.93270621869950,2.4547663827657800
RER B 4,Le Bourget,8,,48.93073957031750,2.4257914255599500
RER B 4,La Courneuve - Aubervilliers,9,,48.92435387966090,2.386388291064690
RER B 4,La Plaine - Stade de France,10,,48.91800820579240,2.362470767055210
RER B 4,Gare du Nord,11,"RER D, RER E, Métro 2, Métro 4, Métro 5",48.87979369411630,2.355791907531140
RER B 4,Châtelet,12,"RER A, RER D, Métro 1, Métro 4, Métro 7, Métro 11, Métro 14",48.85763141070010,2.3480365654004000
RER B 4,Saint-Michel - Notre-Dame,13,"RER C, Métro 10",48.85353290071980,2.3452883321974300
RER B 4,Luxembourg,14,,48.84543415048040,2.339762849560480
RER B 4,Port-Royal,15,,48.840033787418100,2.3370964308800900
RER B 4,Denfert-Rochereau,16,"Métro 4, Métro 6",48.8342929804732,2.33285230996089
RER B 4,Cité Universitaire,17,,48.82035003419020,2.3385807496410000
RER B 4,Gentilly,18,,48.81522993471630,2.340891132444600
RER B 4,Laplace,19,,48.80829658863140,2.334354309639650
RER B 4,Arcueil - Cachan,20,,48.79889250008070,2.328136923064750
RER B 4,Bagneux,21,,48.79333629623620,2.322201633670120
RER B 4,Bourg-la-Reine,22,,48.78031379639700,2.312307716888590
RER B 4,Parc de Sceaux,23,,48.78135672132320,2.2976476777940300
RER B 4,La Croix de Berny,24,,48.76297047049110,2.3047519014655200
RER B 4,Antony,25,,48.754946525531100,2.300986855734950
RER B 4,Fontaine Michalon,26,,48.743016569903000,2.295921406897600
RER B 4,Les Baconnets,27,,48.73968104253050,2.287667495463070
RER B 4,Massy - Verrières,28,RER C,48.73488814734520,2.274002404484250
RER B 4,Massy - Palaiseau,29,RER C,48.724729144431600,2.257515004584040
RER B 4,Palaiseau,30,,48.71694628758520,2.245672514581910
RER B 4,Palaiseau - Villebon,31,,48.70814058364530,2.237314364639460
RER B 4,Lozère,32,,48.70596898482230,2.212262378017490
RER B 4,Le Guichet,33,,48.70540392478550,2.1927348848067600
RER B 4,Orsay-Ville,34,,48.69750567080330,2.1810544390412200
RER B 4,Bures-sur-Yvette,35,,48.696252747814400,2.1643782427741700
RER B 4,La Hacquinière,36,,48.695264122108000,2.151642038623570
RER B 4,Gif-sur-Yvette,37,,48.698196976301900,2.136566717058360
RER B 4,Courcelle-sur-Yvette,38,,48.70121772031540,2.097975858420520
RER B 4,Saint-Rémy-lès-Chevreuse,39,,48.70275104207730,2.071242846320580
RER C 1,Pontoise,1,,49.04664576264110,2.0951950672259700
RER C 1,Saint-Ouen l’Aumône,2,,49.04531164835030,2.105110703444510
RER C 1,Saint-Ouen l’Aumône Liesse,3,,49.033987636271500,2.128263873923670
RER C 1,Pierrelaye,4,,49.01913673984220,2.1546634856409200
RER C 1,Montigny Beauchamp,5,,49.00776771927000,2.1965029019130300
RER C 1,Franconville Le Plessis-Bouchard,6,,48.99371348038580,2.234276393996540
RER C 1,Cernay,7,,48.98500470125920,2.2574741572503100
RER C 1,Ermont Eaubonne,8,,48.98064610042600,2.272084772747630
RER C 1,Saint-Gratien,9,,48.96358968487320,2.285930718208940
RER C 1,Épinay-sur-Seine,10,,48.95456256277920,2.302305082030490
RER C 1,Gennevilliers,11,,48.93344984077210,2.307089653527020
RER C 1,Les Grésillons,12,,48.92087280435660,2.313835382457720
RER C 1,Saint-Ouen,13,METRO 14,48.9045663899011,2.3226263683342300
RER C 1,Porte de Clichy,14,"14,METRO 13, METRO 14",48.8946243340091,2.3142338462894300
RER C 1,Péreire Levallois,15,METRO 3,48.88489625515050,2.297724346480180
RER C 1,Neuilly Porte Maillot,16,"16,METRO 1, RER E",48.87793268655630,2.282976188020840
RER C 1,Avenue Foch,17,METRO 2,48.86983048899630,2.274808153642230
RER C 1,Avenue Henri Martin,18,METRO 9,48.86546235708390,2.2721593819194100
RER C 1,Boulainvilliers,19,METRO 9,48.85697199584850,2.2747933246088800
RER C 1,Avenue du Président Kennedy,20,,48.85347987411440,2.280456465295620
RER C 1,Champ de Mars,21,METRO 6,48.85645721154180,2.2898035182585
RER C 1,Pont de l’Alma,22,METRO 9,48.86266245169440,2.300989969386770
RER C 1,Invalides,23,"23,METRO 8, METRO 13",48.86002845820200,2.3139151192031500
RER C 1,Musée d’Orsay,24,METRO 12,48.86035143402620,2.3267597744418100
RER C 1,Saint-Michel Notre Dame,25,"25,RER B, METRO 4, METRO 10",48.85353290071980,2.3452883321974300
RER C 1,Paris Austerlitz,26,"26,METRO 5, METRO 10",48.842436797924800,2.365184811993380
RER C 1,Bibliothèque François Mitterrand,27,METRO 14,48.82999019989920,2.375747983215600
RER C 1,Ivry sur Seine,28,METRO 7,48.81398905200950,2.3916869716625400
RER C 1,Vitry sur Seine,29,,48.80020939834460,2.40271281718153
RER C 1,Les Ardoines,30,,48.78222618353020,2.4095902349857000
RER C 1,Choisy le Roi,31,,48.76378680955170,2.411386724936100
RER C 1,Les Saules,32,,48.74507216689390,2.4175209778964900
RER C 1,Orly Ville,33,,48.741878705678900,2.40290860736794
RER C 1,Pont de Rungis,34,METRO 14,48.72955072266280,2.3682641286195800
RER C 1,Rungis La Fraternelle,35,,48.74019544820280,2.351633198171910
RER C 1,Chemin d’Antony,36,,48.74794190188700,2.3127110135158000
RER C 1,Massy Verrières,37,RER B,48.73488814734520,2.274002404484250
RER C 1,Massy Palaiseau,38,RER B,48.724729144431600,2.257515004584040
RER C 2,Pontoise,1,,49.04664576264110,2.0951950672259700
RER C 2,Saint-Ouen l’Aumône,2,,49.04531164835030,2.105110703444510
RER C 2,Saint-Ouen l’Aumône Liesse,3,,49.033987636271500,2.128263873923670
RER C 2,Pierrelaye,4,,49.01913673984220,2.1546634856409200
RER C 2,Montigny Beauchamp,5,,49.00776771927000,2.1965029019130300
RER C 2,Franconville Le Plessis-Bouchard,6,,48.99371348038580,2.234276393996540
RER C 2,Cernay,7,,48.98500470125920,2.2574741572503100
RER C 2,Ermont Eaubonne,8,,48.98064610042600,2.272084772747630
RER C 2,Saint-Gratien,9,,48.96358968487320,2.285930718208940
RER C 2,Épinay-sur-Seine,10,,48.95456256277920,2.302305082030490
RER C 2,Gennevilliers,11,,48.93344984077210,2.307089653527020
RER C 2,Les Grésillons,12,,48.92087280435660,2.313835382457720
RER C 2,Saint-Ouen,13,METRO 14,48.9045663899011,2.3226263683342300
RER C 2,Porte de Clichy,14,"14,METRO 13, METRO 14",48.8946243340091,2.3142338462894300
RER C 2,Péreire Levallois,15,METRO 3,48.88489625515050,2.297724346480180
RER C 2,Neuilly Porte Maillot,16,"16,METRO 1, RER E",48.87793268655630,2.282976188020840
RER C 2,Avenue Foch,17,METRO 2,48.86983048899630,2.274808153642230
RER C 2,Avenue Henri Martin,18,METRO 9,48.86546235708390,2.2721593819194100
RER C 2,Boulainvilliers,19,METRO 9,48.85697199584850,2.2747933246088800
RER C 2,Avenue du Président Kennedy,20,,48.85347987411440,2.280456465295620
RER C 2,Champ de Mars,21,METRO 6,48.85645721154180,2.2898035182585
RER C 2,Pont de l’Alma,22,METRO 9,48.86266245169440,2.300989969386770
RER C 2,Invalides,23,"23,METRO 8, METRO 13",48.86002845820200,2.3139151192031500
RER C 2,Musée d’Orsay,24,METRO 12,48.86035143402620,2.3267597744418100
RER C 2,Saint-Michel Notre Dame,25,"25,RER B, METRO 4, METRO 10",48.85353290071980,2.3452883321974300
RER C 2,Paris Austerlitz,26,"26,METRO 5, METRO 10",48.842436797924800,2.365184811993380
RER C 2,Bibliothèque François Mitterrand,27,METRO 14,48.82999019989920,2.375747983215600
RER C 2,Ivry sur Seine,28,METRO 7,48.81398905200950,2.3916869716625400
RER C 2,Vitry sur Seine,29,,48.80020939834460,2.40271281718153
RER C 2,Les Ardoines,30,,48.78222618353020,2.4095902349857000
RER C 2,Choisy le Roi,31,,48.76378680955170,2.411386724936100
RER C 2,Villeneuve le Roi,32,,48.73983069943660,2.4263998204748200
RER C 2,Ablon,33,,48.7255353048612,2.4195650243879300
RER C 2,Athis Mons,34,,48.71262898747630,2.403633104908490
RER C 2,Juvisy,35,RER D,48.689764622382600,2.382846099452610
RER C 2,Savigny sur Orge,36,,48.676446656997700,2.3524814010490000
RER C 2,Épinay sur Orge,37,,48.67063926645670,2.335359426259650
RER C 2,Sainte-Geneviève des Bois,38,,48.65281140144270,2.312736251060260
RER C 2,Saint-Michel sur Orge,39,,48.63587586133940,2.3068331640148300
